cbo_codigo;descricao_original_fonte;titulo_oficial_cbo2002;grande_grupo;familia_ocupacional;categoria_profissional_agregada;nivel_formacao;universo;incluido_universo_principal;justificativa;fonte_normativa;observacao_ambiguidade;n_registros
263115;Teólogo;Teólogo;2;2631;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
271105;;Chefe de cozinha;2;2711;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
301105;Tec. Laboratório Industrial;Técnico de laboratório industrial;3;3011;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
311105;Tec. Químico;Técnico químico;3;3111;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);4
311515;Tec. Prod. e;Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia);3;3115;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
311515;Tec. Prod. e Distrib Vapor, Gases, óle;Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia);3;3115;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
311520;Tec. Tratamen;Técnico em tratamento de efluentes;3;3115;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
312105;Tec. Obras Ci;Técnico de obras civis;3;3121;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
312210;Tec. Saneamen;Técnico de saneamento;3;3122;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
312320;Topógrafo;Topógrafo;3;3123;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
313115;Eletroténico;Eletrotécnico na fabricação, montagem e instalação de máquinas e equipamentos;3;3131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
313115;Eletroténico na Fabricação, Mont. e In;Eletrotécnico na fabricação, montagem e instalação de máquinas e equipamentos;3;3131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
313120;Tec. de Manut;Técnico de manutenção elétrica;3;3131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
313120;Tec. de Manut. Elétrica;Técnico de manutenção elétrica;3;3131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
313130;Tec. Eletrici;Técnico eletricista;3;3131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
313205;Tec. de Manut;Técnico de manutenção eletrônica;3;3132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
313205;Tec. de Manut. Eletrônica;Técnico de manutenção eletrônica;3;3132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
313215;Tec. Eletrôni;Técnico eletrônico;3;3132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
313220;Tec. em Manut;Técnico em manutenção de equipamentos de informática;3;3132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
313220;Tec. em Manut. de Equipamentos de Info;Técnico em manutenção de equipamentos de informática;3;3132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
313310;Tec. de Rede;Técnico de rede (telecomunicações);3;3133;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);4
313310;Tec. de Rede (Telecomunicações);Técnico de rede (telecomunicações);3;3133;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
313315;Tec. de Telec;Técnico de telecomunicações (telefonia);3;3133;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);5
313505;Tec. em Fotôn;Técnico em fotônica;3;3135;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
314110;Tec. Mecânico;Técnico mecânico;3;3141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);3
314305;Tec. em Autom;Técnico em automobilística;3;3143;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
314405;Tec. de Manut. de Sist. e Instrumentos;Técnico de manutenção de sistemas e instrumentos;3;3144;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
314410;Tec. em Manut;Técnico em manutenção de máquinas;3;3144;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);4
317205;Oper. de Comp;Operador de computador;3;3172;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);4
317210;Tec. de Apoio;Técnico de suporte ao usuário de tecnologia da informação;3;3172;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);13
317210;Tec. de Apoio ao Usuário de Informátic;Técnico de suporte ao usuário de tecnologia da informação;3;3172;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
318505;Desenhista Pr;Desenhista projetista de arquitetura;3;3185;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
318610;Desenhista Pr;Desenhista projetista mecânico;3;3186;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
322205;Tec. de Enfer;Técnico de enfermagem;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);505
322205;Tec. de Enfermagem;Técnico de enfermagem;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);232
322210;Tec. de Enfer;Técnico de enfermagem de terapia intensiva;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
322215;Tec. de Enfer;Técnico de enfermagem do trabalho;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
322215;Tec. de Enfermagem do Trabalho;Técnico de enfermagem do trabalho;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
322225;Instrumentador Cirúrgico;Instrumentador cirúrgico;3;3222;Instrumentação cirúrgica;técnico/auxiliar;principal;sim;322225 Instrumentador cirúrgico – categoria própria conforme protocolo;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
322230;Auxiliar de E;Auxiliar de enfermagem;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;40
322230;Auxiliar de Enfermagem;Auxiliar de enfermagem;3;3222;Enfermagem – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3222 – Técnicos e auxiliares de enfermagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;23
322415;Atendente de;Auxiliar em saúde bucal;3;3224;Odontologia e saúde bucal;técnico/auxiliar;principal;sim;Família 3224 – Técnicos e auxiliares de odontologia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
322415;Atendente de Consultório Dentário;Auxiliar em saúde bucal;3;3224;Odontologia e saúde bucal;técnico/auxiliar;principal;sim;Família 3224 – Técnicos e auxiliares de odontologia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
324115;Tec. em Radio;Técnico em radiologia e imagenologia;3;3241;Diagnóstico e laboratório – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3241 – Técnicos de radiologia e diagnóstico por imagem;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);6
324205;Tec. em Patol;Técnico em patologia clínica;3;3242;Diagnóstico e laboratório – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3242 – Técnicos de laboratório/patologia clínica;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);38
324205;Tec. em Patologia Clínica;Técnico em patologia clínica;3;3242;Diagnóstico e laboratório – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3242 – Técnicos de laboratório/patologia clínica;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);11
324210;Auxiliar Técnico em Patologia Clínica;(não consta na tabela vigente);3;3242;Diagnóstico e laboratório – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3242 – Técnicos de laboratório/patologia clínica;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";"Código ausente da tabela vigente (família reestruturada); validado pela descrição da fonte";1
324215;;Citotécnico;3;3242;Diagnóstico e laboratório – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3242 – Técnicos de laboratório/patologia clínica;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
325105;Auxiliar Técn;Auxiliar técnico em laboratório de farmácia;3;3251;Farmácia – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3251 – Técnicos e auxiliares técnicos em farmácia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
325105;Auxiliar Técnico em Laboratório de Far;Auxiliar técnico em laboratório de farmácia;3;3251;Farmácia – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3251 – Técnicos e auxiliares técnicos em farmácia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
325110;Tec. em Labor;Técnico em laboratório de farmácia;3;3251;Farmácia – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3251 – Técnicos e auxiliares técnicos em farmácia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
325115;Tec. em Farmá;Técnico em farmácia;3;3251;Farmácia – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3251 – Técnicos e auxiliares técnicos em farmácia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);5
325115;Tec. em Farmácia;Técnico em farmácia;3;3251;Farmácia – técnicos e auxiliares;técnico/auxiliar;principal;sim;Família 3251 – Técnicos e auxiliares técnicos em farmácia;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
331105;Prof. de Níve;Professor de nível médio na educação infantil;3;3311;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);5
331110;Auxiliar de D;Auxiliar de desenvolvimento infantil;3;3311;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
331205;Prof. de Níve;Professor de nível médio no ensino fundamental;3;3312;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
332105;Prof. Leigo n;Professor leigo no ensino fundamental;3;3321;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
333110;Inst. de Curs;Instrutor de cursos livres;3;3331;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
333115;Prof.Es de Cu;Professores de cursos livres;3;3331;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);4
334105;Inspetor de A;Inspetor de alunos de escola privada;3;3341;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
334105;Inspetor de Alunos de Escola Privada;Inspetor de alunos de escola privada;3;3341;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
334110;Inspetor de A;Inspetor de alunos de escola pública;3;3341;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
342310;Inspetor de S;Inspetor de serviços de transportes rodoviários (passageiros e cargas);3;3423;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
342315;Superv. de Ca;Supervisor de carga e descarga;3;3423;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
342315;Superv. de Carga e Descarga;Supervisor de carga e descarga;3;3423;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
342510;Despachante O;Despachante operacional de vôo;3;3425;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
342535;Oper. de Aten;Operador de atendimento aeroviário;3;3425;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
342535;Oper. de Atendimento Aeroviário;Operador de atendimento aeroviário;3;3425;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
342610;Superv. de Op;Supervisor de operações portuárias;3;3426;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
351110;Chefe de Cont;Chefe de contabilidade (técnico);3;3511;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
351505;Tec. em Secre;Técnico em secretariado;3;3515;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
351605;Tec. em Segur;Técnico em segurança do trabalho;3;3516;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);5
351725;Inspetor de R;Inspetor de risco;3;3517;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
352205;Agente de Def;Agente de defesa ambiental;3;3522;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
352210;Agente de Saú;Agente de saúde pública;3;3522;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
353230;Tesoureiro de;Tesoureiro de banco;3;3532;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
353230;Tesoureiro de Banco;Tesoureiro de banco;3;3532;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
353235;Chefe de Serv;Chefe de serviços bancários;3;3532;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;7
353235;Chefe de Serv. Banc.;Chefe de serviços bancários;3;3532;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;8
354120;Agente de Ven;Agente de vendas de serviços;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
354120;Agente de Vendas de Serv.;Agente de vendas de serviços;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
354125;Assistente de;Assistente de vendas;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
354125;Assistente de Vendas;Assistente de vendas;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
354130;Promotor de V;Promotor de vendas especializado;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
354135;Tec. de Venda;Técnico de vendas;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
354145;Vendedor Prac;Vendedor pracista;3;3541;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;5
354205;Comprador;Comprador;3;3542;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
354815;Agente de Via;Agente de viagem;3;3548;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
372115;Oper. de Câmera de Televisão;Operador de câmera de televisão;3;3721;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
373210;Tec. Oper. Eq;(não consta na tabela vigente);3;3732;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";"Código ausente da tabela vigente (família reestruturada); validado pela descrição da fonte";1
